label,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50,pc51,pc52,pc53,pc54,pc55,pc56,pc57,pc58,pc59,pc60,pc61,pc62,pc63,pc64,pc65,pc66,pc67,pc68,pc69,pc70,pc71,pc72,pc73,pc74,pc75,pc76,pc77,pc78,pc79,pc80,pc81,pc82,pc83,pc84,pc85,pc86,pc87,pc88,pc89,pc90,pc91,pc92,pc93,pc94,pc95,pc96,pc97,pc98,pc99,pc100,pc101,pc102,pc103,pc104,pc105,pc106,pc107,pc108,pc109,pc110,pc111,pc112,pc113,pc114,pc115
1,-1548.7427999563347,-1193.9383562886708,-1840.2053001225067,121.8436665996787,624.3925977360934,-159.8624851594452,582.8314487212706,-121.53359383636531,958.7497098071208,-334.0996592711588,454.75902449999944,-237.29887703041362,104.0887111759074,-555.2255159960043,-238.55196673979327,257.7979531715157,-512.292709654722,189.4700770857657,-341.86896443420056,350.996910271319,-77.35537550210003,434.60613559032885,-0.8731045546318512,194.4071049568426,-501.93287064967893,191.21973469445732,-185.6497090199689,160.73940941894898,39.19801771093688,-77.39059450217752,-406.4078574107911,137.9106459621964,121.57525089852429,-105.83571851015162,-3.1349165073076914,-111.6629330379699,-60.033096780473315,192.97097897696224,16.713327190489736,-226.7037533127368,87.65247330065836,-491.02320968401216,43.47123117676465,-162.4684757805725,171.50710940266237,-304.9847015724149,216.06613304475886,-5.954420562425742,48.204552231179214,-0.9896536042975903,533.4029140105058,-349.2651105035238,-134.08671955263674,266.60555181679837,-248.2718450307458,116.71848964255184,-45.784216293611856,203.25610235256013,-238.61710820333371,-132.15661821715997,250.0936912946774,-131.7704262186376,37.99508409503475,62.58160223278058,-3.9887543470136677,-38.0517052696041,-147.27161374455312,66.27076426010453,56.10606129170716,265.0915244590253,-191.09826229241253,-94.31783882562989,121.32565593925369,149.08954250913223,-48.647480353919924,-99.6927584753418,-45.19124652400726,-7.419557477177854,-129.4929990635237,259.50310185214346,184.34079003340617,-182.71871998556546,142.8395683847127,211.60470559188028,45.03104449972811,186.6714822144828,-202.71785342828292,-107.97140425600577,-100.75339533509299,249.1680143797688,82.50615545233555,250.13970534558717,-232.84275053200213,-222.64462594642714,-80.31314805472668,270.871344113128,87.56348179962697,29.980273414227177,185.651562908829,190.68540048908415,-218.8562851614453,-0.11306452119171695,-33.31477392555119,263.14505787390306,89.75441675776192,7.309012472131759,-190.5123388241796,-126.78112206724285,-98.99790367788862,-34.96952129348229,-6.739989292213508,-84.85226600132603,289.94632268930025,128.11653798303465,127.18419607366421
1,-2712.2522876383573,-473.6309582769276,-965.9890523839452,-251.3706103356973,1060.4484752912367,-1008.1652451223229,64.92094158319813,359.05237516060674,1365.1374249480587,345.0605077065718,165.22644671001092,-941.8423347819764,-448.3511826032117,-304.9874773419566,-634.2489719211675,541.1241881266427,-55.1205328009065,414.5256366377452,-86.28208987443588,-163.41729803052294,-53.37508373728773,427.83838347333733,-73.83285602964321,-53.40908173891873,-248.27214262788766,-132.2411069169434,-205.87494713040616,231.38476014049485,737.1901378609736,-110.48073006474807,223.14654602396263,216.05820210823538,-505.15911631237316,30.40325251976168,-283.62289932911733,-274.5932272085604,-240.6290195808984,160.9111344804877,480.0373320878107,-112.97407003667763,333.4322769531411,-102.24338408938121,-110.14596270849684,-384.15258590713273,163.44060846813016,-286.42560365174813,-21.773557020787518,116.52186633003757,90.7795902845431,67.56951698726503,502.19310067325796,-183.6945349192012,106.45781830692287,-205.80728574141125,266.09657195083213,-82.66842884919879,-84.02811239215326,-147.34644671535096,-49.77094961168603,-196.60209004578763,-110.44652081319094,435.2423219608544,160.45824037595352,-52.492608170292115,-18.825560083221955,-188.94664667952748,97.41392415250758,-30.26698622030602,-105.98042941536706,-394.46305546119515,-167.5238031760673,-176.64544879122474,-243.96958849078956,-205.96213009350905,286.1235226602759,-147.66956509491138,-62.5241226965748,-58.530764367132385,238.73604581017975,103.61311905157154,-60.97588997607123,-165.71921205007675,-123.6481891791218,220.34545389369816,76.02507788677336,-456.05723804504265,179.85196438801674,-164.65524107186994,-49.60300577563053,64.68620055293135,-95.65310899365026,112.05128947109428,-18.524547905133204,239.70857429540877,27.146386118208447,68.82467759675268,173.256808027033,-120.10558900327447,5.437258251276196,-179.43433422135814,52.00192214076022,-92.07762927550334,139.52749675193328,-160.5926560025867,197.05202235765765,-1.1518939254118123,-384.16947824884494,131.3070612240743,-59.48687084947413,-9.214354968005738,-252.33924066752854,-154.84809605807908,-123.01617448727674,40.369216810897925,-74.39037183788199
1,-3640.1472406767966,-859.6918195214503,-70.18220402721354,2042.865153798998,775.8802043410506,-260.02853236080705,234.59311693037495,517.4273268868966,-41.44058937429537,-200.77130148413806,178.27884216467248,-54.68230299620227,410.1177821390227,791.1084394915262,-185.8646868844432,-280.112165824563,-440.1258326574774,-58.38446114694425,1345.1480668300921,77.15706431537832,-8.686673966877532,205.39426203808813,363.6471853356743,-312.2031376622551,24.95447174648858,-110.1409826565918,-187.0126291178585,-283.37407841309897,656.7162538629458,348.08199398123236,59.328056775339974,46.18989599659425,-0.5614773670715536,-23.451151561610075,373.5879247394135,-130.32374941613972,-505.8933868399695,290.5530754182041,-20.027166876063376,180.67083827605177,-156.9116280684617,-615.5775950834227,30.50222824425341,135.1745419219676,141.8015616514198,231.47807376659566,-258.1656037691569,15.742642459839324,24.38847624177274,112.03084099945406,-125.52587268526855,121.38200586987273,-106.41314004323453,164.21687302001587,110.35253665534286,-14.894797689677631,207.31937856574743,-116.18280659700395,246.20021673771666,-60.60563787862836,204.01240544468814,-25.708012617116427,205.71412998295588,130.7793057365249,200.63949297002006,-244.70618015662757,115.09729049286727,-68.42272507619892,-1.1809284726172358,-277.78214416496314,-178.22485451860945,337.0371228910691,5.972090766727446,94.9227639710221,335.6287882752919,7.64372355238411,-57.89712502341,83.36416675707156,112.95644642311727,243.40420497327258,-26.12934991360229,-26.078236305673236,374.91020265045825,156.74530540990136,26.113662091847353,63.77987699911948,72.77635220746133,89.17527652815619,-32.565081750974166,-103.98206104603334,233.02795721336193,-116.093633603875,36.88957869088466,72.98892897474008,-132.207504752128,215.5441374693425,130.97390513997152,-89.8440266129868,128.62131574741545,19.737352067783952,-74.1867005943874,26.827261239522617,-272.7600726472993,-216.0407362323822,159.6063668205039,53.678473184728794,20.662645324896076,238.45010486938855,33.59336175302496,-233.35050444475922,32.10498906878432,-20.911182564496656,273.2667849993867,-54.33634097610934,-153.28546467795346
1,-2416.8384004128798,-876.0280962676096,-1142.4114358770894,736.376970063784,1253.0742552958848,-811.8003305114685,599.3872717809792,-112.62370246176269,499.11652060562744,-361.9579782801201,882.1748266517972,659.295768352709,523.5258382816432,-299.02104103699065,-193.06321886849614,398.0842368988065,-641.5836075470852,-494.4788429495908,267.778343990885,315.98100845964564,-455.80230576498656,490.1960892685384,265.3690128912203,229.8549707140286,-196.42058107517482,76.42888136188947,32.994056994731935,-94.81908193810953,-151.92370223166037,-113.72218347914401,-285.2752703683459,-54.100953980376474,-349.82521114768457,463.169462303899,-195.945880241692,-377.26494964830556,-4.392297390234091,-287.7224105448149,59.678401109330935,-298.8756036396324,245.6232078310934,291.8392539003965,158.13744701629787,-366.3647557840503,-273.66954588661207,-299.90237567831235,209.61482670316508,-185.88551278180108,376.84930849323064,289.5874136453194,-147.91358381765767,-83.27145184427299,196.99986269807107,55.38520871184659,-157.32057647760644,368.52271334218074,159.17103001849904,9.291918888493882,-244.00993951718027,146.0354109189567,-288.07934390510076,287.45116313107457,-171.31872651117607,-103.3303635710312,-76.0712080912594,217.17547299972972,-187.17331367180444,-97.09668584104026,-123.86820372993618,-29.736704279045455,-1.7691901551793094,-8.002485696237912,-131.84645454529345,-65.4203088001429,-301.63626611172714,-301.9138864386139,-93.03931344029904,-51.24178493455848,18.465984308445176,-97.54747107790519,-44.08609102717509,38.04585395010335,-196.0071977967577,22.433721013642092,-45.26117689383606,101.71784259985587,-47.73311536934054,-6.79446906112485,-101.86945085012111,24.51301739509605,32.345197379579886,33.30000799167443,-77.93901123547556,55.39398705342461,-63.30630484179977,202.32381576523724,87.5843945098392,124.03319477581655,-278.79787508091994,-62.14504629813101,117.04315099902712,-143.39073515522554,-52.68446141627636,-455.1197382535857,-202.81387584690592,60.61729086057578,34.14717256361895,-59.00300462056372,149.28573975637,-0.8325415475975646,303.8436365530304,-9.558213976496036,-31.003107912930073,-10.265344042052106,-182.8970330022375
1,-2758.0877463654674,-1209.7114751122338,-336.1116824610334,2609.7981531972496,-64.13019969780957,-1198.898282707417,408.48626442254886,823.0178440707783,36.380789139203955,-517.7022917094016,768.9487648014265,512.7143282344866,1382.9592554889782,43.29251793835196,-496.44938694981624,73.32983997236386,-744.0872396671574,258.4723005746036,1061.2520265015837,328.9007291058566,13.102702554507765,201.6318844674522,474.6508198441617,-360.7806116940097,-211.43663707890823,140.65603387313635,-127.75014311423999,-190.08309431566937,-130.25126308178895,362.7764480452755,262.39999537340486,122.5538528169581,-263.8745943237435,400.5411111752253,-186.244474555355,-297.76087746339556,127.64584326978817,-79.3152581009434,-324.87419180660237,285.345569311497,-82.49780149248654,308.42515213013996,-0.19203660646589782,-313.4552039255169,-186.17083352755077,36.21478963240351,192.5157820071075,-383.1546273110583,56.82691339139613,39.485851059461275,97.7952620185937,101.7765527940507,-12.33141864426797,747.2037490856644,135.1000822725593,402.1238882994064,-475.5951460654621,-170.73487442065615,256.20658560054386,-178.65019335663317,-330.0630992323984,84.44651437794802,-36.10490249963342,-442.43846207078917,-82.87717296021327,-449.0907008629756,94.37950306292603,68.78610057902051,-23.481062368801062,9.553406416813601,-67.64459899752586,-72.33621652474676,12.931427754764535,130.12542628709747,-156.11339545343304,95.76215481492153,129.27353225639504,-102.51973401612769,117.20193284215891,-141.65726582501836,185.23247918996253,170.3761553721183,186.27034118631082,-30.592342429083622,-44.72606350204927,-24.2771524766047,-161.1071754924449,109.38461539866205,75.34257039637892,93.18535874047605,-119.8561493893394,-204.50884177009556,211.4429440530658,72.34749173672756,-59.6197211834894,-112.45520393843276,-40.92413569582688,49.772152750857614,164.2274935703256,-147.95584956238588,153.47890530516264,-74.29232075986573,124.4350565220279,53.49000850154753,-125.578436655597,-164.6473172452325,115.28380192490444,-220.7909131951975,-83.34590187156594,34.25851537471412,-47.539801566276594,188.55008560960178,-78.2391196940165,-35.54475933790532,53.26526687863862
2,-921.7444269855615,629.9702879591343,-1383.9279186366396,608.8502555841526,269.5090345541066,-323.3193796435838,-1148.1435567170772,-167.65658369822137,517.0884008846901,-309.8679638411426,162.09778191970886,-645.1520726039839,-500.9212442118163,51.893445692569514,-955.5862810806487,-450.8851022885661,-101.52608140175545,-533.3145997543952,-73.46456950700424,333.5359574421676,299.2676987187534,0.7672193928978288,309.8431589787853,230.07289533648117,224.88363734494797,370.8587372864188,313.3683711611374,-44.02571265929078,-596.3733118380803,457.62202856915576,-147.59275602364514,271.63935706557385,-35.563877837575106,-459.7032017107748,61.66801939127119,359.66470510853947,-391.86183299937426,-95.95898264313638,-112.10084194792398,215.1845137408859,-37.78538232107654,-33.124254779701445,61.821189735079315,294.6757848353511,-72.06759766187211,-268.4670047295148,193.42483901498014,-298.71147130860567,-184.33210048575395,68.18618671950563,-133.2338171539207,-16.787257580581652,2.8221364400721214,-250.89799791923983,-294.4749722667541,283.6200124429785,125.63868846431387,-236.8857288563168,-29.987827267396092,-53.29014015331205,-72.36567626363252,-110.60246557919267,-195.62293990225925,87.03790105703392,-213.5256231526495,237.02139874055158,412.09268855662657,9.25759732536546,148.15795754237422,-64.25959982110001,-7.444359801829918,-37.19118415735737,318.0294189093469,55.42273466440143,199.76683363237666,129.27763754828908,-262.07776551107,66.79352544298627,72.93998373647462,-20.919201978397254,-65.63605163228124,-23.764298102046837,116.89222711700637,26.835917178220953,178.27533335820505,-364.93407623694696,-19.47473712513228,-120.65816968621051,-65.41467580249738,206.4636218360722,-122.51132310539636,-114.56542516443655,11.749280441955017,-126.6614506295255,-35.69540932782381,-425.01835200013943,-132.86981530877276,328.08514428300464,-86.64061077218662,44.872669896791905,-338.068711089614,57.60732951971306,-204.06364522019,-114.51424332965853,-84.57942581198276,-399.24677814023363,-248.12688071763785,-69.53093525775992,-79.58007853468621,43.44131569949418,160.0941839470927,-79.86071507506036,-100.71737381948499,-26.344613914483585,-210.62653086414554
2,-1058.44158881039,674.4969165204343,-1345.378151656379,133.04931588603625,257.5384312278475,-422.95786841447716,-962.9844650688113,9.367454965919915,961.7640606480401,-18.34450485115866,140.0851416109861,-449.99036025155453,-710.240655994226,494.9837029355863,-1024.4485715236483,-376.7937177655832,120.41052811888079,-295.8988131620101,-171.46117649358354,483.4938810136078,367.98204919694297,255.24747125689177,389.48912804852637,192.56073730893672,247.87598731001663,159.4319870139965,110.32907530966423,-182.4912481460606,-360.24333471405856,367.9393887918631,11.752457885570179,156.94639791458164,169.6822546412662,-244.0849889699491,-3.9090369790290467,651.5342021249177,-109.4798299966733,-106.88052973724136,112.45668802929961,479.047194130355,-132.63529661606216,158.25247421786543,144.42471758179073,54.54755540139968,44.73372654430765,-45.53535818502176,360.8418077829307,-197.96934269144054,157.06891725432033,167.1680565073343,-113.35301298847357,125.20817505985436,-168.30865327128646,-188.14318359837796,-111.39426502053536,-9.36305546483711,-225.41311156865115,64.38559739570286,-154.66800768651913,84.03368786731266,51.068091029966645,-155.0562000780872,44.25083218480573,-95.55878542211174,-17.499753200387637,-179.48070073710454,-117.9935758248223,-277.866094893964,127.7760609755866,-155.16673886897848,79.32768702413422,-55.87800632560999,17.608553333716706,49.179434775979566,208.17363667074483,40.19373442505296,156.65151313792583,-166.86529766850566,30.232167214302336,-357.8605522170288,146.16295914541445,-23.882972665295394,114.80766523002566,61.33639559673455,-92.66519877467057,-184.5772231674045,132.04483251611197,90.88596539508538,-125.04693015477838,77.16617256172259,93.74518477005722,6.855438939104871,97.03195842116315,379.9533163162078,48.84787135514833,203.77241631419713,-142.85964743023874,-21.801795175625703,-116.94555146514045,-38.14226570952286,84.37797027202544,215.06789213351166,-310.11377761698895,62.475340429814935,-92.38429702926209,269.80273087185003,273.5059181833003,92.4171922606981,-76.40833599550874,52.76726130144383,-32.845107111129934,-157.20849015698818,-131.41174628093432,11.744651931940062,-109.71035580144802
2,-937.9534180979408,415.49867699979336,-1478.4067347301636,279.39537193607816,833.5973239837998,-166.22236592797123,-891.628931933452,18.453638066713765,648.8885108803612,5.135233205706946,173.60059967548005,61.57426769518105,-82.25724245283115,82.73098594471502,-978.2264261688002,-137.1310117507934,-317.07948465681255,-378.1872048541235,193.7542491354318,299.8332052573449,495.8036066645232,175.2693429136375,452.54482377278555,185.63672397777236,319.4428403085661,255.40595372647567,484.76300803692686,217.25040686024116,-422.92049857918244,542.7656283171902,-89.14794759280747,458.1664752813315,-339.785599088131,-434.7146468612708,-41.098966038203976,93.62123314213525,47.16089910701969,-56.06205575076777,204.33436657402063,61.663064567335965,141.07619071311993,-71.9705939113007,172.20438953664691,648.7857358407656,-213.3763000439342,69.58816908939825,-501.5191091242977,-53.57154932788235,-175.01015758678372,247.1532655741011,-0.8967938503890522,-68.10506282790021,34.39878563030456,-39.974328071673185,-224.9173765538702,229.81655178761244,-127.99963914834044,215.8506486918172,-92.40643336228234,-2.6997669892760534,95.49975948853647,22.066879155266463,-245.65012291996814,151.47389515091155,98.02412450987168,260.0394151915816,369.41344085131124,218.17151999616243,5.200903151442166,332.2229882222503,-107.76787342508922,-173.9210602598289,10.161849767501485,-46.668236216615206,232.8600657300783,-104.43122380722372,217.21760007646157,-0.41530126616868746,247.64896693905666,-56.889443766747746,-6.153472896507132,-26.24484468213791,4.809013539459272,-238.01201519740204,-6.625467706908356,18.683280891041434,-171.38123819795513,-332.76018369889,166.792930414581,-44.9906640659691,-337.6475562028319,92.45342209480333,93.15235445769052,-305.5921463668932,-158.07037981410733,109.75328558820539,-63.24726687325463,-73.95744739633511,90.6011053790369,-227.45284046146747,252.50986261663238,-44.5474070468357,253.01298396825206,185.46821198705493,29.88181522565044,182.88841819495386,89.80681573730426,-58.58007092164397,224.01845581467748,-320.6041665363866,-42.461592123488096,22.311032093561387,46.122905143920704,6.666941735477344,82.24040923739909
2,-1412.3371584824201,885.9033670353665,-689.7427171328778,468.7653127020386,301.99058249196423,-271.88128689023915,-1048.008932552113,-211.12051015966335,1063.7878214800155,332.980786257064,155.81465165096893,-768.5513724206645,-995.7918708171721,369.85524010815436,-928.8346622843491,-331.6544397524334,301.63052317310036,-147.21465205875117,-255.49676593134618,319.3194914627155,311.0523588925023,165.93739491897432,306.24243449991263,76.11952086939803,-22.943171624234655,98.2559343948709,-20.180226478479426,-260.3702777921831,-273.75710027740644,-96.41625769556438,-128.73136835846688,27.695576198193127,447.04521280377236,-192.83415796257026,100.81707526746032,639.6012937586244,-30.48302264590583,-98.41327451698811,-0.37489049038970634,490.2549713575857,-310.21026683933655,358.5465432580018,214.1831767400304,-161.87658423390513,-56.984333521563826,-156.24314804440766,447.18755577138046,8.169844702390115,553.7891210211037,49.77697505120666,-445.8252631312736,-215.25127034354648,-422.42354609772144,-147.6941258927436,30.800583483197443,-415.0362158551882,-161.86654341454647,-68.54814930780329,-3.4971674500155814,101.0967250712217,-53.64707886158918,-203.3912231952712,-30.016144390410776,-79.32087421752081,-38.17532156943396,-138.94289955655796,-369.5732292362027,88.04699309762617,-251.38335838865623,-181.15928635075534,-42.75799887295836,147.11729167313595,-336.50283914434715,278.7176897748007,-184.2594404636633,105.81504288064444,84.38858959398831,-9.668470942071465,-121.756040956609,38.708526961251565,-146.81115127899952,349.9361894068204,-127.11334981883724,290.491192935846,273.0379010758903,287.39232641322434,-84.95190585772056,340.817032280054,168.85260429772416,-175.34496443225586,322.4083657047988,137.6253818311647,-102.46474576730927,-5.5537116386911904,-36.40786078265615,17.014088017032478,123.32652366830244,93.31239292953316,74.01650512642466,155.9861695139062,109.70822887274139,-151.69150871183166,260.53093839494636,-23.198112476511955,153.10552841642408,60.87631191922531,-26.50989731269766,91.57189176192817,265.9185148605683,53.4517469605798,-33.847987631245964,242.09471157906088,279.6164107121472,75.53216462836473,-8.662916444200242
2,-835.8899224707292,1253.2524203993962,-1134.0204857405538,-618.7970287143714,870.341142059797,123.77109642023093,-306.78986228561934,902.9570717737207,562.4738635183047,434.7923997687675,183.6731600616967,-262.2505377768189,-729.6235687219137,511.3670419632481,-595.0392112213274,102.1163449079109,5.974516938675961,-173.56312236041882,-143.26858116893214,-391.3551450804759,17.889752917024992,-293.3936214392695,6.146194928282192,309.98099764008896,-235.78035467711243,354.81519554302446,1114.4356422071492,40.15013541776638,385.5971743240055,182.05534425071275,41.10325971863986,360.97041617094817,-79.85695581374088,-156.58236977058445,99.7276125202608,108.6531938115267,336.8322645013322,18.02869583762056,-128.64298821466764,119.13199081742991,307.274934835185,102.43542504478069,-65.84322991814639,-35.10028222705,-312.78098970505516,-380.9602961068167,-110.82955828583682,-201.50909251665524,114.94642643607958,-118.32849165764252,543.6763010456293,397.85072377584686,426.06051827772365,61.93125208034289,84.83324340089261,-564.4278370286132,388.6640054520328,-99.09359347376882,413.0312982522048,457.0019922019399,22.294452937362152,260.1205872451727,-68.10845403403276,62.9524031713473,153.40153641530247,-303.8288273347037,-184.8373329124758,-167.32051530863373,-15.885251631398042,248.43069947534966,-259.8199179902898,274.202620897483,-215.09773776460625,-521.7733393766334,-42.98573394918935,54.8235048779968,344.7800591435741,7.325630300303519,26.987807649917965,126.88370194306518,409.67766546400713,107.23464467435547,-45.746031048455414,-325.8107765086912,129.70740447439232,188.66843975811452,197.5083832437648,-288.5022793493519,-304.2258406224726,84.85420982593703,6.6196657986692,-135.85545693782268,-76.16678828886317,108.43591110466704,186.64984598240682,65.66948853336388,225.05127976349254,-147.01730675084218,-9.091275490911265,123.02743746146257,-158.6441437103137,-47.21255485994091,-46.2223148110453,2.8998732368378075,-193.7317578433673,-153.13857233759148,68.95529850182527,-91.5641880577771,22.580180990970227,-97.08530921476206,-64.48110215698051,45.1131180626231,180.69660063796988,-40.26544285105996,59.257106925524425
